date,tmed,prec,tmin,tmax,dir,velmedia,racha,hrmedia,hrmax,hrmin,cloudcover__max,cloudcover__min,cloudcover__mean,surface_pressure_hpa_max,surface_pressure_hpa_min,surface_pressure_hpa_mean,dewpoint_2m_c_max,dewpoint_2m_c_min,dewpoint_2m_c_mean,estacion_invierno,estacion_otoo,estacion_primavera,estacion_verano
2024-08-08,28.5,0.2,25.2,31.8,99.0,1.9,7.5,67.0,77.0,60.0,42,0,5.5,1011.7,1009.4,1010.3,22.6,18.5,20.7,0,0,0,1
2024-08-08,27.9,0.0,25.1,30.7,20.0,2.8,5.0,79.0,90.0,70.0,42,0,5.5,1011.7,1009.4,1010.3,22.6,18.5,20.7,0,0,0,1
2024-08-09,28.6,0.0,24.8,32.5,99.0,1.9,7.5,61.0,79.0,44.0,6,0,1.0,1013.7,1011.3,1012.6,22.0,17.5,19.6,0,0,0,1
2024-08-09,28.6,0.0,25.2,32.1,99.0,2.8,5.3,72.0,90.0,58.0,6,0,1.0,1013.7,1011.3,1012.6,22.0,17.5,19.6,0,0,0,1
2024-08-10,29.2,0.0,25.2,33.1,99.0,1.9,7.5,54.0,67.0,41.0,26,0,1.4,1013.7,1012.3,1013.1,19.3,16.4,18.3,0,0,0,1
2024-08-10,28.8,0.0,25.9,31.8,12.0,1.9,5.6,67.0,76.0,52.0,26,0,1.4,1013.7,1012.3,1013.1,19.3,16.4,18.3,0,0,0,1
2024-08-11,27.0,0.0,25.0,29.0,12.0,4.7,8.3,85.0,93.0,62.0,93,0,15.5,1012.4,1008.9,1010.9,23.2,17.4,20.6,0,0,0,1
2024-08-11,27.8,0.2,25.5,30.1,99.0,1.9,7.5,70.0,80.0,51.0,93,0,15.5,1012.4,1008.9,1010.9,23.2,17.4,20.6,0,0,0,1
2024-08-12,28.2,0.0,25.1,31.3,99.0,1.9,7.5,73.0,83.0,64.0,30,0,6.3,1009.6,1006.8,1007.8,23.0,19.9,22.1,0,0,0,1
2024-08-12,27.6,0.0,24.6,30.5,12.0,3.1,6.4,85.0,92.0,80.0,30,0,6.3,1009.6,1006.8,1007.8,23.0,19.9,22.1,0,0,0,1
2024-08-13,27.6,1.3,24.6,30.7,10.0,3.6,8.9,86.0,92.0,47.0,100,0,46.0,1007.4,1004.1,1005.6,23.1,17.0,21.8,0,0,0,1
2024-08-14,27.0,0.4,22.6,31.3,99.0,1.9,7.5,60.0,79.0,42.0,100,10,94.0,1010.2,1004.7,1006.9,23.0,17.1,19.7,0,0,0,1
2024-08-14,26.6,0.2,21.5,31.7,10.0,5.6,13.6,76.0,93.0,51.0,100,10,94.0,1010.2,1004.7,1006.9,23.0,17.1,19.7,0,0,0,1
2024-08-15,26.2,0.0,22.2,30.3,99.0,1.9,7.5,58.0,73.0,46.0,100,1,55.5,1012.1,1009.5,1010.6,20.4,17.4,18.9,0,0,0,1
2024-08-15,24.8,0.0,21.0,28.6,10.0,3.6,12.2,73.0,90.0,54.0,100,1,55.5,1012.1,1009.5,1010.6,20.4,17.4,18.9,0,0,0,1
2024-08-16,26.8,0.0,24.1,29.6,99.0,1.9,7.5,65.0,74.0,53.0,77,0,27.7,1012.0,1010.2,1011.2,20.0,18.3,19.0,0,0,0,1
2024-08-16,26.0,0.0,23.5,28.4,12.0,2.5,7.5,80.0,88.0,61.0,77,0,27.7,1012.0,1010.2,1011.2,20.0,18.3,19.0,0,0,0,1
2024-08-17,27.8,0.0,24.4,31.1,99.0,1.9,7.5,62.0,77.0,44.0,100,0,30.9,1011.5,1007.6,1009.6,21.8,16.0,20.2,0,0,0,1
2024-08-17,26.6,0.0,23.5,29.8,23.0,4.2,12.5,75.0,90.0,59.0,100,0,30.9,1011.5,1007.6,1009.6,21.8,16.0,20.2,0,0,0,1
2024-08-18,26.2,1.8,23.8,28.6,99.0,1.9,7.5,73.0,84.0,65.0,100,38,88.2,1009.1,1007.0,1007.8,21.3,20.5,20.9,0,0,0,1
2024-08-18,25.2,3.4,23.0,27.3,10.0,5.0,11.4,88.0,93.0,81.0,100,38,88.2,1009.1,1007.0,1007.8,21.3,20.5,20.9,0,0,0,1
2024-08-19,24.9,0.0,22.4,27.4,99.0,3.9,8.9,83.0,93.0,59.0,100,0,42.5,1009.3,1006.9,1008.2,21.0,17.9,19.6,0,0,0,1
2024-08-19,25.9,0.0,23.5,28.3,99.0,1.9,7.5,66.0,80.0,52.0,100,0,42.5,1009.3,1006.9,1008.2,21.0,17.9,19.6,0,0,0,1
2024-08-20,26.6,0.0,22.9,30.3,99.0,1.9,7.5,64.0,80.0,36.0,100,0,19.7,1010.6,1007.4,1008.5,20.7,15.3,18.8,0,0,0,1
2024-08-20,25.2,0.0,21.6,28.8,23.0,3.9,8.9,78.0,91.0,48.0,100,0,19.7,1010.6,1007.4,1008.5,20.7,15.3,18.8,0,0,0,1
2024-08-21,27.4,0.0,24.0,30.9,99.0,1.9,7.5,63.0,75.0,46.0,61,0,25.0,1012.6,1010.3,1011.4,21.7,17.4,19.9,0,0,0,1
2024-08-21,26.4,0.0,23.6,29.1,99.0,5.3,11.4,79.0,90.0,63.0,61,0,25.0,1012.6,1010.3,1011.4,21.7,17.4,19.9,0,0,0,1
2024-08-22,27.5,0.0,25.0,30.0,99.0,1.9,7.5,71.0,81.0,61.0,100,11,62.8,1011.3,1007.6,1009.1,23.2,20.5,21.7,0,0,0,1
2024-08-22,26.7,0.0,25.4,28.0,20.0,4.4,9.7,88.0,92.0,85.0,100,11,62.8,1011.3,1007.6,1009.1,23.2,20.5,21.7,0,0,0,1
2024-08-23,28.2,0.0,25.1,31.3,99.0,1.9,7.5,72.0,82.0,56.0,78,0,24.8,1010.4,1008.8,1009.7,23.4,20.6,22.1,0,0,0,1
2024-08-23,27.2,0.0,25.0,29.4,99.0,4.2,8.6,89.0,92.0,76.0,78,0,24.8,1010.4,1008.8,1009.7,23.4,20.6,22.1,0,0,0,1
2024-08-24,27.6,0.0,24.6,30.6,99.0,1.9,7.5,73.0,81.0,62.0,82,0,24.8,1010.8,1008.4,1009.7,22.7,19.0,21.5,0,0,0,1
2024-08-24,26.7,0.0,24.3,29.1,20.0,3.6,7.8,88.0,92.0,76.0,82,0,24.8,1010.8,1008.4,1009.7,22.7,19.0,21.5,0,0,0,1
2024-08-25,26.8,0.0,24.4,29.2,10.0,3.6,12.5,76.0,92.0,59.0,100,1,48.2,1013.4,1011.1,1012.6,22.4,15.2,19.8,0,0,0,1
2024-08-25,27.5,0.2,24.9,30.1,99.0,1.9,7.5,64.0,80.0,49.0,100,1,48.2,1013.4,1011.1,1012.6,22.4,15.2,19.8,0,0,0,1
2024-08-26,26.9,0.0,24.2,29.6,99.0,1.9,7.5,66.0,75.0,55.0,100,4,44.8,1013.1,1010.9,1012.0,20.5,17.9,19.5,0,0,0,1
2024-08-26,26.2,0.0,24.2,28.2,20.0,4.7,10.0,82.0,90.0,65.0,100,4,44.8,1013.1,1010.9,1012.0,20.5,17.9,19.5,0,0,0,1
2024-08-27,27.2,0.0,24.5,30.0,99.0,1.9,7.5,67.0,81.0,58.0,89,0,20.3,1012.1,1008.5,1010.2,22.1,19.7,20.7,0,0,0,1
2024-08-27,26.4,0.0,24.6,28.1,22.0,4.7,11.1,83.0,91.0,80.0,89,0,20.3,1012.1,1008.5,1010.2,22.1,19.7,20.7,0,0,0,1
2024-08-28,27.0,0.0,24.4,29.7,99.0,1.9,7.5,72.0,80.0,66.0,83,1,33.7,1011.5,1009.7,1010.7,22.0,19.7,20.9,0,0,0,1
2024-08-28,26.3,0.0,24.0,28.6,12.0,2.5,6.4,87.0,90.0,84.0,83,1,33.7,1011.5,1009.7,1010.7,22.0,19.7,20.9,0,0,0,1
2024-08-29,26.7,0.0,24.6,28.8,99.0,1.9,7.5,70.0,83.0,61.0,100,1,63.3,1012.9,1011.0,1011.9,21.5,19.5,20.6,0,0,0,1
2024-08-29,26.2,0.0,24.0,28.3,9.0,3.9,7.8,84.0,94.0,75.0,100,1,63.3,1012.9,1011.0,1011.9,21.5,19.5,20.6,0,0,0,1
2024-08-30,26.3,0.0,22.8,29.8,99.0,1.9,7.5,67.0,80.0,63.0,100,6,66.2,1012.4,1010.2,1011.4,21.5,18.4,20.0,0,0,0,1
2024-08-30,25.2,0.0,21.8,28.6,13.0,2.2,5.3,79.0,90.0,67.0,100,6,66.2,1012.4,1010.2,1011.4,21.5,18.4,20.0,0,0,0,1
2024-08-31,26.6,0.0,23.6,29.7,12.0,3.3,5.6,83.0,91.0,76.0,100,0,65.5,1011.7,1010.0,1010.9,21.4,19.4,20.4,0,0,0,1
2024-08-31,26.8,0.0,24.0,29.7,99.0,1.9,7.5,70.0,78.0,63.0,100,0,65.5,1011.7,1010.0,1010.9,21.4,19.4,20.4,0,0,0,1
2024-09-01,25.6,0.5,23.6,27.6,8.0,3.9,8.1,79.0,91.0,66.0,100,3,60.3,1010.2,1007.7,1008.7,20.7,17.1,18.8,0,1,0,0
2024-09-01,26.7,0.0,24.2,29.2,99.0,1.9,7.5,64.0,79.0,56.0,100,3,60.3,1010.2,1007.7,1008.7,20.7,17.1,18.8,0,1,0,0
2024-09-02,26.5,0.0,23.1,29.9,99.0,1.9,7.5,59.0,73.0,47.0,100,0,35.3,1009.1,1007.0,1008.2,19.7,16.3,18.2,0,1,0,0
2024-09-02,26.0,0.0,22.6,29.4,36.0,2.2,5.8,72.0,89.0,54.0,100,0,35.3,1009.1,1007.0,1008.2,19.7,16.3,18.2,0,1,0,0
2024-09-03,24.0,6.0,21.8,26.3,99.0,1.9,7.5,74.0,84.0,58.0,100,1,64.8,1010.2,1007.9,1009.1,20.5,15.7,18.2,0,1,0,0
2024-09-03,23.6,3.4,21.0,26.3,12.0,2.8,13.6,85.0,93.0,70.0,100,1,64.8,1010.2,1007.9,1009.1,20.5,15.7,18.2,0,1,0,0
2024-09-04,21.8,8.6,19.8,23.7,99.0,1.9,7.5,75.0,88.0,66.0,100,0,64.8,1010.2,1006.1,1008.3,18.9,16.2,17.6,0,1,0,0
2024-09-04,21.4,8.5,19.1,23.8,26.0,2.8,11.1,88.0,94.0,77.0,100,0,64.8,1010.2,1006.1,1008.3,18.9,16.2,17.6,0,1,0,0
2024-09-05,21.4,0.0,17.4,25.3,99.0,1.9,7.5,60.0,78.0,52.0,100,0,58.5,1006.7,1004.8,1005.9,17.0,13.1,15.3,0,1,0,0
2024-09-05,20.7,0.0,17.0,24.4,99.0,3.1,7.5,71.0,91.0,60.0,100,0,58.5,1006.7,1004.8,1005.9,17.0,13.1,15.3,0,1,0,0
2024-09-06,24.8,2.8,20.9,28.8,99.0,1.9,7.5,71.0,87.0,62.0,100,21,61.8,1005.6,1002.2,1003.5,20.1,15.4,18.2,0,1,0,0
2024-09-06,23.8,1.3,20.3,27.2,11.0,5.6,11.4,86.0,94.0,79.0,100,21,61.8,1005.6,1002.2,1003.5,20.1,15.4,18.2,0,1,0,0
2024-09-07,24.7,5.7,21.3,28.1,20.0,4.4,9.4,90.0,94.0,78.0,100,6,56.1,1006.2,1002.5,1003.8,21.9,18.9,20.3,0,1,0,0
2024-09-07,26.1,5.6,22.6,29.6,99.0,1.9,7.5,75.0,89.0,58.0,100,6,56.1,1006.2,1002.5,1003.8,21.9,18.9,20.3,0,1,0,0
2024-09-08,23.0,43.4,20.1,25.8,99.0,1.9,7.5,87.0,93.0,71.0,100,0,73.9,1007.5,1003.8,1005.9,21.0,18.5,19.7,0,1,0,0
2024-09-08,22.3,44.7,19.3,25.3,9.0,1.7,9.7,92.0,95.0,80.0,100,0,73.9,1007.5,1003.8,1005.9,21.0,18.5,19.7,0,1,0,0
2024-09-09,23.0,0.0,18.8,27.2,99.0,1.9,7.5,58.0,77.0,49.0,96,0,14.0,1011.0,1007.8,1009.1,18.8,9.9,15.5,0,1,0,0
2024-09-09,22.6,0.0,19.0,26.3,35.0,3.3,8.6,66.0,85.0,56.0,96,0,14.0,1011.0,1007.8,1009.1,18.8,9.9,15.5,0,1,0,0
2024-09-10,24.0,0.0,21.1,26.8,99.0,1.9,7.5,63.0,79.0,53.0,97,0,28.3,1011.6,1009.8,1010.7,19.0,13.3,16.6,0,1,0,0
2024-09-10,23.4,0.0,20.5,26.3,19.0,3.3,8.3,77.0,90.0,61.0,97,0,28.3,1011.6,1009.8,1010.7,19.0,13.3,16.6,0,1,0,0
2024-09-11,22.5,0.0,19.3,25.7,99.0,1.9,7.5,63.0,79.0,52.0,100,0,58.4,1010.3,1008.1,1009.3,18.0,10.9,15.9,0,1,0,0
2024-09-11,22.0,0.0,18.9,25.2,36.0,2.8,7.8,74.0,91.0,55.0,100,0,58.4,1010.3,1008.1,1009.3,18.0,10.9,15.9,0,1,0,0
2024-09-12,20.8,4.8,18.2,23.5,99.0,1.9,7.5,70.0,86.0,56.0,100,5,77.5,1010.3,1006.3,1007.8,17.9,14.6,16.2,0,1,0,0
2024-09-12,20.6,0.5,17.4,23.7,12.0,3.9,11.4,83.0,92.0,65.0,100,5,77.5,1010.3,1006.3,1007.8,17.9,14.6,16.2,0,1,0,0
2024-09-13,19.3,0.0,14.9,23.7,99.0,1.9,7.5,50.0,74.0,38.0,88,0,10.5,1018.3,1010.5,1014.3,15.8,8.6,12.5,0,1,0,0
2024-09-13,18.4,0.0,14.8,22.1,21.0,2.8,7.2,58.0,83.0,48.0,88,0,10.5,1018.3,1010.5,1014.3,15.8,8.6,12.5,0,1,0,0
2024-09-14,19.7,0.0,15.1,24.3,19.0,3.6,8.1,50.0,69.0,34.0,92,0,12.3,1018.8,1014.8,1017.1,14.2,5.0,10.2,0,1,0,0
2024-09-14,21.1,0.0,16.2,26.0,99.0,1.9,7.5,41.0,59.0,21.0,92,0,12.3,1018.8,1014.8,1017.1,14.2,5.0,10.2,0,1,0,0
2024-09-15,20.8,0.0,16.1,25.6,22.0,4.2,10.0,55.0,69.0,44.0,0,0,0.0,1015.6,1010.4,1012.7,12.7,6.6,10.4,0,1,0,0
2024-09-15,21.8,0.0,17.1,26.6,99.0,1.9,7.5,39.0,62.0,25.0,0,0,0.0,1015.6,1010.4,1012.7,12.7,6.6,10.4,0,1,0,0
2024-09-16,23.1,0.0,18.9,27.3,99.0,1.9,7.5,33.0,54.0,23.0,100,0,33.5,1011.8,1007.8,1009.8,13.0,6.5,10.0,0,1,0,0
2024-09-16,22.0,0.0,18.2,25.9,35.0,2.2,6.9,48.0,66.0,38.0,100,0,33.5,1011.8,1007.8,1009.8,13.0,6.5,10.0,0,1,0,0
2024-09-17,21.4,4.6,17.5,25.3,99.0,1.9,7.5,53.0,82.0,34.0,100,1,61.8,1011.2,1007.4,1008.7,15.6,5.7,11.2,0,1,0,0
2024-09-17,21.0,3.4,17.6,24.3,8.0,4.2,13.6,66.0,90.0,52.0,100,1,61.8,1011.2,1007.4,1008.7,15.6,5.7,11.2,0,1,0,0
2024-09-18,20.2,14.6,18.1,22.2,99.0,1.9,7.5,69.0,87.0,59.0,100,23,64.1,1012.5,1010.7,1011.4,15.6,12.7,13.3,0,1,0,0
2024-09-18,19.6,7.0,17.5,21.7,10.0,2.5,12.2,80.0,94.0,68.0,100,23,64.1,1012.5,1010.7,1011.4,15.6,12.7,13.3,0,1,0,0
2024-09-19,20.8,1.8,17.3,24.2,99.0,1.9,7.5,67.0,86.0,56.0,100,3,48.3,1012.3,1010.0,1010.9,17.0,14.1,15.1,0,1,0,0
2024-09-19,20.3,2.8,16.9,23.7,18.0,3.6,7.5,77.0,91.0,70.0,100,3,48.3,1012.3,1010.0,1010.9,17.0,14.1,15.1,0,1,0,0
2024-09-20,20.2,31.6,18.1,22.2,99.0,1.9,7.5,74.0,91.0,66.0,100,21,78.4,1013.1,1010.7,1012.0,16.8,14.3,15.4,0,1,0,0
2024-09-20,20.0,13.7,17.5,22.6,8.0,3.9,6.7,83.0,94.0,74.0,100,21,78.4,1013.1,1010.7,1012.0,16.8,14.3,15.4,0,1,0,0
2024-09-21,20.6,1.2,18.9,22.3,8.0,4.4,9.7,86.0,92.0,68.0,100,34,91.9,1013.0,1010.2,1011.3,18.1,14.5,16.7,0,1,0,0
2024-09-21,20.8,0.6,19.1,22.5,99.0,1.9,7.5,77.0,86.0,67.0,100,34,91.9,1013.0,1010.2,1011.3,18.1,14.5,16.7,0,1,0,0
2024-09-22,22.2,0.2,19.5,25.0,99.0,1.9,7.5,78.0,84.0,63.0,100,4,55.5,1010.6,1007.2,1009.1,18.6,16.3,17.5,0,1,0,0
2024-09-22,21.2,0.3,18.9,23.5,9.0,1.9,7.5,88.0,92.0,82.0,100,4,55.5,1010.6,1007.2,1009.1,18.6,16.3,17.5,0,1,0,0
2024-09-23,21.2,0.4,18.8,23.6,99.0,1.9,7.5,77.0,85.0,68.0,100,1,49.5,1009.5,1007.7,1008.8,17.9,15.6,16.7,0,1,0,0
2024-09-23,20.8,0.1,18.3,23.2,9.0,3.6,11.4,89.0,93.0,71.0,100,1,49.5,1009.5,1007.7,1008.8,17.9,15.6,16.7,0,1,0,0
2024-09-24,23.0,0.2,19.1,26.8,99.0,1.9,7.5,64.0,85.0,42.0,100,1,58.4,1009.4,1004.9,1007.4,18.0,12.4,16.0,0,1,0,0
2024-09-24,22.4,0.0,18.3,26.5,9.0,3.9,11.7,74.0,91.0,46.0,100,1,58.4,1009.4,1004.9,1007.4,18.0,12.4,16.0,0,1,0,0
2024-09-25,21.8,0.0,17.6,26.1,99.0,1.9,7.5,67.0,77.0,56.0,100,1,59.8,1009.8,1006.0,1007.8,17.7,12.7,15.7,0,1,0,0
2024-09-25,21.4,0.0,17.9,24.8,26.0,3.9,10.3,78.0,89.0,64.0,100,1,59.8,1009.8,1006.0,1007.8,17.7,12.7,15.7,0,1,0,0
2024-09-26,25.4,0.0,21.3,29.4,99.0,1.9,7.5,65.0,82.0,53.0,99,0,24.0,1005.7,1001.3,1002.9,20.1,14.1,17.5,0,1,0,0
2024-09-26,25.3,0.0,21.4,29.2,24.0,4.4,10.8,81.0,91.0,60.0,99,0,24.0,1005.7,1001.3,1002.9,20.1,14.1,17.5,0,1,0,0
2024-09-27,23.3,0.0,18.3,28.3,99.0,1.9,7.5,55.0,84.0,17.0,72,0,24.8,1011.7,1004.8,1007.0,17.6,5.1,10.4,0,1,0,0
2024-09-27,22.4,0.0,17.7,27.0,9.0,5.6,13.6,66.0,91.0,29.0,72,0,24.8,1011.7,1004.8,1007.0,17.6,5.1,10.4,0,1,0,0
2024-09-28,18.2,2.5,14.5,21.9,35.0,3.6,8.6,58.0,80.0,48.0,99,0,7.2,1019.5,1012.2,1015.5,12.4,4.7,8.3,0,1,0,0
2024-09-28,18.6,1.0,14.4,22.9,99.0,1.9,7.5,45.0,74.0,31.0,99,0,7.2,1019.5,1012.2,1015.5,12.4,4.7,8.3,0,1,0,0
2024-09-29,20.4,0.0,16.8,24.0,99.0,1.9,7.5,55.0,79.0,45.0,90,0,22.4,1019.7,1015.8,1017.8,14.8,8.4,12.4,0,1,0,0
2024-09-29,19.8,0.0,16.0,23.5,25.0,3.9,12.8,67.0,86.0,51.0,90,0,22.4,1019.7,1015.8,1017.8,14.8,8.4,12.4,0,1,0,0
2024-09-30,22.0,0.2,18.5,25.6,99.0,1.9,7.5,71.0,84.0,59.0,61,0,9.5,1016.5,1013.7,1015.2,18.1,13.4,16.1,0,1,0,0
2024-09-30,21.7,0.0,18.3,25.1,23.0,3.6,10.6,84.0,90.0,74.0,61,0,9.5,1016.5,1013.7,1015.2,18.1,13.4,16.1,0,1,0,0
2024-10-01,22.4,0.0,19.4,25.3,99.0,1.9,7.5,73.0,85.0,60.0,100,0,76.6,1014.3,1006.7,1010.1,18.2,16.1,17.1,0,1,0,0
2024-10-01,22.4,0.0,19.8,25.1,24.0,4.2,12.5,83.0,91.0,69.0,100,0,76.6,1014.3,1006.7,1010.1,18.2,16.1,17.1,0,1,0,0
2024-10-02,19.6,30.2,16.1,23.2,99.0,1.9,7.5,79.0,92.0,73.0,100,38,86.9,1006.5,1000.9,1004.0,19.5,16.2,17.6,0,1,0,0
2024-10-02,19.1,29.3,15.3,22.9,12.0,5.6,11.4,92.0,96.0,83.0,100,38,86.9,1006.5,1000.9,1004.0,19.5,16.2,17.6,0,1,0,0
2024-10-03,19.6,0.0,14.5,24.8,99.0,1.9,7.5,68.0,93.0,41.0,100,0,36.2,1006.2,999.8,1002.9,15.9,10.7,13.6,0,1,0,0
2024-10-03,19.0,0.0,14.1,24.0,7.0,3.1,10.8,82.0,96.0,46.0,100,0,36.2,1006.2,999.8,1002.9,15.9,10.7,13.6,0,1,0,0
2024-10-04,19.0,0.0,15.9,22.0,21.0,3.6,9.7,71.0,89.0,56.0,100,0,35.5,1009.8,1006.4,1007.6,14.0,7.5,10.9,0,1,0,0
2024-10-04,19.7,0.0,16.4,23.0,99.0,1.9,7.5,60.0,74.0,51.0,100,0,35.5,1009.8,1006.4,1007.6,14.0,7.5,10.9,0,1,0,0
2024-10-05,19.4,0.0,15.8,23.1,8.0,3.6,9.7,74.0,89.0,49.0,100,4,63.1,1009.9,1006.2,1008.0,14.5,10.7,13.0,0,1,0,0
2024-10-05,20.4,0.0,16.4,24.3,99.0,1.9,7.5,60.0,80.0,39.0,100,4,63.1,1009.9,1006.2,1008.0,14.5,10.7,13.0,0,1,0,0
2024-10-06,22.2,0.0,18.8,25.5,99.0,1.9,7.5,71.0,88.0,67.0,100,10,67.4,1006.4,1003.4,1004.5,19.4,12.5,15.8,0,1,0,0
2024-10-06,21.0,0.0,18.0,24.0,21.0,2.5,7.5,87.0,93.0,73.0,100,10,67.4,1006.4,1003.4,1004.5,19.4,12.5,15.8,0,1,0,0
2024-10-07,21.7,2.6,19.2,24.2,99.0,1.9,7.5,83.0,89.0,57.0,100,96,99.7,1004.1,1000.0,1002.1,21.2,16.7,18.9,0,1,0,0
2024-10-07,21.6,1.7,18.2,24.9,31.0,1.7,16.9,92.0,94.0,57.0,100,96,99.7,1004.1,1000.0,1002.1,21.2,16.7,18.9,0,1,0,0
2024-10-08,22.0,0.2,17.7,26.3,99.0,1.9,7.5,55.0,84.0,38.0,100,0,66.3,1004.7,998.2,1001.5,18.5,10.1,12.6,0,1,0,0
2024-10-08,21.4,0.0,17.5,25.2,28.0,4.4,12.5,63.0,89.0,43.0,100,0,66.3,1004.7,998.2,1001.5,18.5,10.1,12.6,0,1,0,0
2024-10-09,22.2,0.0,19.5,24.8,99.0,1.9,7.5,59.0,75.0,53.0,100,0,67.8,1003.9,993.7,998.3,17.6,11.5,14.2,0,1,0,0
2024-10-09,22.4,0.1,20.1,24.6,23.0,4.4,17.5,68.0,87.0,57.0,100,0,67.8,1003.9,993.7,998.3,17.6,11.5,14.2,0,1,0,0
2024-10-10,20.6,0.0,17.8,23.4,99.0,1.9,7.5,57.0,73.0,51.0,71,0,18.3,1008.5,995.6,1002.5,15.3,9.9,12.5,0,1,0,0
2024-10-10,20.2,0.0,17.3,23.0,28.0,2.5,10.8,66.0,87.0,60.0,71,0,18.3,1008.5,995.6,1002.5,15.3,9.9,12.5,0,1,0,0
2024-10-11,19.4,0.0,17.4,21.5,99.0,1.9,7.5,72.0,81.0,65.0,100,1,43.8,1011.5,1008.8,1010.0,15.1,10.9,13.5,0,1,0,0
2024-10-11,18.6,0.0,16.0,21.2,17.0,2.8,6.7,85.0,91.0,78.0,100,1,43.8,1011.5,1008.8,1010.0,15.1,10.9,13.5,0,1,0,0
2024-10-12,20.0,0.6,16.7,23.2,22.0,1.7,7.2,89.0,93.0,73.0,100,1,82.8,1011.3,1007.9,1009.2,18.6,13.3,16.1,0,1,0,0
2024-10-12,21.0,0.6,18.3,23.7,99.0,1.9,7.5,77.0,86.0,65.0,100,1,82.8,1011.3,1007.9,1009.2,18.6,13.3,16.1,0,1,0,0
2024-10-13,20.6,0.0,18.6,22.6,99.0,1.9,7.5,77.0,85.0,67.0,100,1,60.3,1014.4,1011.7,1013.0,18.0,13.2,15.9,0,1,0,0
2024-10-13,19.7,0.0,17.6,21.8,8.0,2.5,8.1,89.0,93.0,79.0,100,1,60.3,1014.4,1011.7,1013.0,18.0,13.2,15.9,0,1,0,0
2024-10-14,21.4,0.0,19.7,23.2,99.0,1.9,7.5,83.0,87.0,79.0,100,20,90.5,1014.0,1011.5,1012.6,19.6,15.9,18.0,0,1,0,0
2024-10-14,20.3,0.0,18.5,22.1,11.0,4.7,11.1,93.0,94.0,90.0,100,20,90.5,1014.0,1011.5,1012.6,19.6,15.9,18.0,0,1,0,0
2024-10-15,22.1,0.0,20.5,23.7,99.0,1.9,7.5,83.0,90.0,74.0,100,14,85.2,1011.9,1006.0,1008.2,19.9,17.1,18.2,0,1,0,0
2024-10-15,21.2,0.0,19.7,22.8,99.0,5.6,10.3,92.0,94.0,87.0,100,14,85.2,1011.9,1006.0,1008.2,19.9,17.1,18.2,0,1,0,0
2024-10-16,22.7,0.0,20.2,25.2,99.0,1.9,7.5,78.0,90.0,66.0,100,0,51.8,1007.1,1005.0,1005.7,18.8,16.2,17.6,0,1,0,0
2024-10-16,22.0,0.0,19.4,24.5,20.0,3.6,8.6,90.0,94.0,84.0,100,0,51.8,1007.1,1005.0,1005.7,18.8,16.2,17.6,0,1,0,0
2024-10-17,21.0,0.0,16.8,25.3,99.0,1.9,7.5,65.0,86.0,49.0,100,8,57.0,1007.8,1003.5,1005.6,18.5,10.5,15.2,0,1,0,0
2024-10-17,20.6,0.4,16.2,25.0,31.0,3.3,13.6,72.0,94.0,57.0,100,8,57.0,1007.8,1003.5,1005.6,18.5,10.5,15.2,0,1,0,0
2024-10-18,17.6,0.0,15.6,19.5,99.0,1.9,7.5,62.0,79.0,51.0,100,1,48.8,1013.8,1008.5,1011.4,13.2,9.1,10.8,0,1,0,0
2024-10-18,16.8,0.0,14.6,19.1,33.0,4.7,8.9,74.0,91.0,57.0,100,1,48.8,1013.8,1008.5,1011.4,13.2,9.1,10.8,0,1,0,0
2024-10-19,17.6,0.0,13.8,21.5,21.0,2.8,6.9,69.0,89.0,54.0,100,0,29.8,1015.3,1012.5,1013.5,13.5,7.9,11.0,0,1,0,0
2024-10-19,18.6,0.0,14.9,22.4,99.0,1.9,7.5,59.0,80.0,49.0,100,0,29.8,1015.3,1012.5,1013.5,13.5,7.9,11.0,0,1,0,0
2024-10-20,20.5,0.0,16.0,25.0,99.0,1.9,7.5,60.0,75.0,48.0,100,67,96.6,1019.9,1014.5,1016.8,14.8,10.3,12.6,0,1,0,0
2024-10-20,20.0,0.0,15.0,24.9,2.0,1.4,5.8,70.0,91.0,53.0,100,67,96.6,1019.9,1014.5,1016.8,14.8,10.3,12.6,0,1,0,0
2024-10-21,20.4,0.0,18.0,22.9,99.0,1.9,7.5,71.0,85.0,60.0,100,0,39.8,1020.5,1018.8,1019.7,16.5,11.7,14.4,0,1,0,0
2024-10-21,20.2,0.0,17.1,23.2,10.0,3.9,6.9,86.0,93.0,67.0,100,0,39.8,1020.5,1018.8,1019.7,16.5,11.7,14.4,0,1,0,0
2024-10-22,19.8,0.0,18.1,21.5,99.0,1.9,7.5,77.0,84.0,65.0,100,2,66.7,1023.3,1020.2,1021.4,15.7,12.6,14.5,0,1,0,0
2024-10-22,18.8,0.0,16.8,20.9,10.0,4.7,11.1,90.0,92.0,76.0,100,2,66.7,1023.3,1020.2,1021.4,15.7,12.6,14.5,0,1,0,0
2024-10-23,19.7,0.0,16.5,22.9,99.0,1.9,7.5,73.0,85.0,59.0,100,0,31.8,1023.2,1020.8,1022.1,15.7,13.1,14.4,0,1,0,0
2024-10-23,19.4,0.0,15.8,23.0,10.0,2.2,5.8,83.0,92.0,65.0,100,0,31.8,1023.2,1020.8,1022.1,15.7,13.1,14.4,0,1,0,0
